LSOA21CD,2021 super output area - lower layer,unemployment_rate_percent,level4_qualification_percent,detached_housing_percent,terraced_housing_percent,total_rent_ratio_percent,non_overcrowded_percent,no2_concentration_ugm3,so2_concentration_ugm3,pm10_concentration_ugm3,ndvi_passive_green_space
E01005415,E01005415 : Oldham 006D,3.74,38.71,21.68,38.87,32.62,96.484375,9.67,1.92,10.77,0.5
E01005452,E01005452 : Oldham 007C,4.43,27.78,42.86,16.88,11.13,96.11111111,11.31,1.78,11.52,0.43
E01005453,E01005453 : Oldham 007D,3.37,34.48,29.4,20.28,15.67,98.58490566,13.02,2.03,12.11,0.35
E01032558,E01032558 : Oldham 007E,9.86,21.1,4.86,56.99,72.06,89.77099237,12.46,1.96,11.85,0.47
E01032559,E01032559 : Oldham 007F,3.95,24.13,18.43,35.88,25.89,95.25222552,13.71,2.11,12.15,0.42
E01005391,E01005391 : Oldham 008A,5.19,27.05,15.53,23.9,30.34,95.57926829,14.94,2.26,12.56,0.47
E01005392,E01005392 : Oldham 008B,4.93,18.92,3.72,38.66,62,94.42379182,14.95,2.39,12.36,0.37
E01005393,E01005393 : Oldham 008C,5.3,23.85,10.9,32.89,15.98,95.684803,16.27,2.63,12.98,0.38
E01005401,E01005401 : Oldham 008D,4.51,27.73,33.63,14.83,10.28,97.94721408,17.26,2.85,13.31,0.37
E01005397,E01005397 : Oldham 009A,3.94,22.63,4.08,40.52,28.27,96.07843137,16.51,2.68,12.81,0.3
E01005398,E01005398 : Oldham 009B,4.52,26.79,7.57,45.4,27.15,96.14243323,16.34,2.61,12.87,0.33
E01005400,E01005400 : Oldham 009C,10.33,21.43,4.02,22.99,54.27,97.22921914,15.31,2.61,12.34,0.37
E01005402,E01005402 : Oldham 009D,5.7,26.64,19,38.16,33.23,91.71686747,17.72,2.71,13.68,0.31
E01005335,E01005335 : Oldham 010A,5.3,31.44,22,35.67,14.39,98.15837937,16.39,2.25,12.78,0.32
E01005337,E01005337 : Oldham 010B,11.3,19.49,4.19,62.69,49.49,77.41116751,18.27,3.14,13.49,0.24
E01005339,E01005339 : Oldham 010C,2.99,35.1,34.67,5.67,7.14,98.17578773,15.89,2.61,12.87,0.48
E01005340,E01005340 : Oldham 010D,9.12,19.81,2.71,27.43,53.92,86.26198083,19.37,3.99,13.49,0.39
E01005421,E01005421 : Oldham 011A,7.54,16.38,5.82,61.45,54.47,90.16817594,14.85,2.22,12.76,0.24
E01005422,E01005422 : Oldham 011B,12.78,19.96,11.76,34.54,67.5,86.61567878,15.37,2.31,12.55,0.47
E01032920,E01032920 : Oldham 011E,7.51,21.64,3.21,39.06,53.02,89.99055713,15.24,2.25,12.85,0.34
E01005448,E01005448 : Oldham 012A,13.3,17.2,4.46,45.41,75.3,85.73351279,15.24,2.25,13.03,0.3
E01005449,E01005449 : Oldham 012B,4.89,18.25,7.07,35.35,56.09,90.73529412,13.62,2.13,12.26,0.43
E01005454,E01005454 : Oldham 012C,2.8,24.42,19.51,38.14,18.56,94.05594406,14.2,2.2,12.58,0.39
E01005455,E01005455 : Oldham 012D,4.69,23.1,20.92,45.8,19.77,94.06919275,14.2,2.2,12.57,0.34
E01005456,E01005456 : Oldham 012E,11.1,18.74,3.41,54.59,61.07,89.89501312,14.2,2.2,12.93,0.37
E01005407,E01005407 : Oldham 013A,1.86,49.69,45.67,27.43,13.72,98.66666667,11.15,1.9,10.65,0.53
E01005412,E01005412 : Oldham 013B,3.54,46.06,29.55,38.89,19.67,97.73013871,10.71,1.83,10.5,0.48
E01005416,E01005416 : Oldham 013C,3.84,44.69,22.29,43.24,21.43,96.88888889,10.93,1.83,10.99,0.52
E01005417,E01005417 : Oldham 013D,3.11,38.18,34.95,20.12,13.53,97.35202492,12.29,1.94,11.34,0.49
E01005348,E01005348 : Oldham 014A,9.94,20.39,8.86,44.43,65.19,77.3458445,17.72,2.71,13.89,0.37
E01005350,E01005350 : Oldham 014B,15.5,16.75,3.01,11.09,88.53,84.78873239,17.61,2.62,13.68,0.29
E01005432,E01005432 : Oldham 014C,14.41,17.2,6.38,39.28,77.46,85.2173913,17,2.51,13.33,0.37
E01005433,E01005433 : Oldham 014D,14.69,19.65,4.7,41.77,79.14,71.04700855,17.26,2.49,13.65,0.21
E01005329,E01005329 : Oldham 015A,2.18,30.38,44.98,8.61,14.08,98.25396825,18.01,2.27,13.63,0.38
E01005330,E01005330 : Oldham 015B,2.56,32.04,31.56,25.65,14.7,95.65846599,17.77,2.46,13.42,0.34
E01005333,E01005333 : Oldham 015C,5.51,32.82,51.8,15.4,8.58,98.20717131,16.2,2.22,12.79,0.38
E01005336,E01005336 : Oldham 015D,3.05,32.94,15.37,6.97,8.11,99.36406995,17.66,2.86,12.99,0.35
E01005349,E01005349 : Oldham 016A,17.44,18.34,3.9,76.91,51.96,59.49152542,17.72,2.71,13.71,0.25
E01005351,E01005351 : Oldham 016B,16.43,17.13,2.51,62.13,47.36,66.5961945,17.72,2.71,13.49,0.21
E01005352,E01005352 : Oldham 016C,14.18,15.93,2.58,47.64,55.15,77.6119403,17.55,2.58,13.72,0.27
E01005353,E01005353 : Oldham 016D,17.98,17.34,4.13,58.01,65.2,69.02439024,17.55,2.58,13.74,0.27
E01005354,E01005354 : Oldham 016E,11.83,20.43,6.94,61.63,44.58,78.53403141,17.72,2.71,13.69,0.27
E01005327,E01005327 : Oldham 017A,5.01,28.65,8.49,43.89,31.03,95.36679537,19.92,2.88,13.66,0.34
E01005328,E01005328 : Oldham 017B,13.57,15.94,2.95,34.63,67.73,88.62115127,18.86,2.93,13.72,0.33
E01005331,E01005331 : Oldham 017C,7.42,20.89,9.88,50.15,34.45,90.79754601,20.99,2.59,13.95,0.31
E01005334,E01005334 : Oldham 017D,5.21,34.39,46.01,20.47,10.29,96.5641953,18.09,3.14,13.12,0.37
E01005338,E01005338 : Oldham 017E,13.08,17.07,4.86,57.03,59.53,84.73684211,18.54,3.35,13.49,0.34
E01005387,E01005387 : Oldham 018A,4.04,26.15,5.3,57.01,23.75,94.69578783,14.2,2.2,11.88,0.32
E01005388,E01005388 : Oldham 018B,2.92,25.43,7.69,62.74,26.67,95.40816327,13.51,2.16,11.83,0.41
E01005389,E01005389 : Oldham 018C,5.1,23.92,11.41,40.77,58.26,92.45524297,12.29,1.96,11.09,0.37
E01005418,E01005418 : Oldham 018D,3.09,30.12,22.58,13.71,11.54,96.98996656,13.17,2.14,11.37,0.38
E01005428,E01005428 : Oldham 019A,8.79,15.44,9.92,79.96,49.81,70.28571429,15.09,2.18,12.98,0.16
E01005431,E01005431 : Oldham 019B,10.04,23.68,8.91,56.47,38.22,87.24928367,12.39,1.88,11.9,0.33
E01005450,E01005450 : Oldham 019C,12.12,17.62,6.44,67.22,57.7,80.03003003,13.44,2.07,12.54,0.23
E01005451,E01005451 : Oldham 019D,5.86,26.44,24.04,27.47,19.15,88.28282828,13.24,2.09,12.29,0.38
E01005408,E01005408 : Oldham 020C,3.51,40.52,20.96,34.53,22.7,96.64053751,10.46,1.99,10.3,0.42
E01005409,E01005409 : Oldham 020D,3.63,46.52,30.65,34.75,17.12,97.42424242,8.03,1.42,9.75,0.58
E01032922,E01032922 : Oldham 020E,4.61,40.12,16.73,20.09,23.08,96.35514019,10.56,2.13,10.36,0.49
E01005406,E01005406 : Oldham 021A,2.93,45.82,33.84,14.8,10.94,98.80546075,11.77,1.87,10.9,0.52
E01005413,E01005413 : Oldham 021B,3.14,35.97,42.39,8.85,10.28,97.81931464,11.75,1.88,10.81,0.49
E01005419,E01005419 : Oldham 021C,3.44,29.98,19.17,39.11,24.77,96.17151608,13.17,2.14,11.37,0.37
E01005420,E01005420 : Oldham 021D,4.04,25.92,14.23,35.44,37.4,95.98930481,12.83,2.12,11.2,0.43
E01005321,E01005321 : Oldham 022A,19.63,19.21,14.05,42.97,57.81,69.1318328,15.19,2.16,13.03,0.42
E01005326,E01005326 : Oldham 022B,11.11,19.54,9.89,72.12,39.93,59.0990991,17.29,2.35,13.84,0.23
E01005427,E01005427 : Oldham 022C,12.96,17.31,5.71,73.23,48.13,59.72495088,16.95,2.34,13.48,0.2
E01005429,E01005429 : Oldham 022D,14.42,18.78,5.6,76.51,39.83,66.1637931,15.39,2.17,12.87,0.17
E01005430,E01005430 : Oldham 022E,12.41,20.33,5.69,65.74,38.72,71.42857143,13.82,1.99,12.46,0.22
E01005320,E01005320 : Oldham 024A,11.47,21.38,13.58,61.42,47.46,76.2345679,15.54,2.24,13.02,0.28
E01005434,E01005434 : Oldham 024B,15.59,18.1,5.94,38.18,76.89,71.87894073,17.07,2.44,13.76,0.13
E01005437,E01005437 : Oldham 024C,9.51,22.02,6.62,69.12,36.03,76.47058824,15.97,2.33,13.44,0.22
E01005459,E01005459 : Oldham 024D,20.45,18.11,10.79,49.17,70.27,70.27027027,17.38,2.44,13.78,0.21
E01005383,E01005383 : Oldham 026A,8.64,22.72,13.96,35.97,41.1,85.31073446,12.6,1.93,11.69,0.42
E01005386,E01005386 : Oldham 026D,11.15,20.98,7.14,37.73,64.55,92.27202473,12.52,1.88,11.54,0.53
E01032556,E01032556 : Oldham 026E,4.58,27.61,9.57,62.18,25.19,95.05247376,12.54,1.96,11.47,0.32
E01032557,E01032557 : Oldham 026F,10.58,17.38,4.71,35.99,75.82,88.85976409,12.35,1.92,11.55,0.47
E01005342,E01005342 : Oldham 027A,7.55,18.36,2.89,43.88,62.53,84.04401651,16.2,2.29,15.07,0.33
E01005343,E01005343 : Oldham 027B,8.45,19.89,2.2,42.02,42.75,90.27522936,16.43,2.25,14.85,0.29
E01005344,E01005344 : Oldham 027C,7.09,20.39,3.73,67.1,56.83,88.83183569,16.43,2.25,16.7,0.3
E01005381,E01005381 : Oldham 027D,10.5,21.59,2.63,40.53,73.12,87.74703557,16.11,2.18,15.07,0.32
E01005332,E01005332 : Oldham 028A,6.4,22.18,4.55,44.13,43.16,91.99594732,18.71,2.42,14.52,0.31
E01005341,E01005341 : Oldham 028B,4.4,21.38,2.2,49.83,29.85,94.26644182,16.43,2.25,14.85,0.33
E01005345,E01005345 : Oldham 028C,4.48,24.1,6.02,3.25,16.45,98.05194805,16.94,2.23,13.5,0.3
E01005346,E01005346 : Oldham 028D,3.02,21.36,3.52,4.02,21,98.1512605,16.05,2.21,13.01,0.33
E01005347,E01005347 : Oldham 028E,4.84,24.22,4.24,42.25,26.38,93.35793358,15.9,2.22,14.85,0.28
E01005322,E01005322 : Oldham 029A,14.93,16.36,9.87,49.72,74.81,81.19180633,15.01,2.05,12.81,0.3
E01005323,E01005323 : Oldham 029B,5.32,17.2,5.65,49.43,55.27,87.07592892,15.02,2.06,12.79,0.45
E01005324,E01005324 : Oldham 029C,8.23,16.56,3.19,19.42,60.52,93.91304348,14.69,1.95,12.6,0.45
E01005325,E01005325 : Oldham 029D,9.89,19.34,3.12,31.38,82.62,86.77042802,13.5,1.93,12.18,0.41
E01005438,E01005438 : Oldham 029E,7.21,22.14,14.78,51.29,41.77,83.39960239,16.7,2.1,13.44,0.28
E01005377,E01005377 : Oldham 030A,9.09,20.32,6.64,10.74,62.24,93.98734177,16.13,1.99,13.61,0.41
E01005379,E01005379 : Oldham 030B,11.37,15.02,5.59,63.77,76.81,84.88612836,17.06,1.99,13.44,0.37
E01005380,E01005380 : Oldham 030C,6.36,21.48,28.16,4.79,61.57,92.91187739,15.19,1.99,13.38,0.5
E01005382,E01005382 : Oldham 030D,11.52,13.65,3.69,34.72,59.11,92.17791411,16.51,2.16,13.44,0.35
E01005439,E01005439 : Oldham 030E,8.76,25.77,11.06,28.11,23.5,94.92307692,16.51,2.16,13.44,0.4
E01005362,E01005362 : Oldham 031A,5.29,22.32,2.68,41.64,24.62,94.80737018,14.62,2.07,14.72,0.3
E01005364,E01005364 : Oldham 031B,3.4,23.23,3.9,21.1,15.46,95.23121387,14.62,2.07,14.72,0.31
E01005368,E01005368 : Oldham 031C,7.73,20.77,2.37,71.24,56.54,91.53439153,14.96,2.13,13.8,0.2
E01005376,E01005376 : Oldham 031D,10.05,17.33,3.14,61.43,57.52,90.20979021,15.68,2.1,14.89,0.3
E01005378,E01005378 : Oldham 031E,8.25,21.04,12.22,51.58,38.01,91.10105581,15.14,2.03,14.21,0.35
E01005363,E01005363 : Oldham 032A,6.81,25.12,11.22,50.72,45.49,95.11323004,14.55,2.06,12.74,0.25
E01005369,E01005369 : Oldham 032B,6.53,28.15,15.86,47.94,50.97,92.26118501,15.59,2.17,12.81,0.27
E01005370,E01005370 : Oldham 032C,7.5,18.69,2.14,29.22,68.89,94.71698113,15.64,2.17,12.76,0.22
E01005371,E01005371 : Oldham 032D,7.83,22.01,4.15,68.82,43.12,89.6039604,15.29,2.18,12.87,0.26
E01005365,E01005365 : Oldham 033A,3.05,25.95,20.98,42.44,15.36,96.42276423,15.13,2.09,13.04,0.4
E01005366,E01005366 : Oldham 033B,7.64,14.87,3.84,25.43,56.84,94.54787234,15.01,2.13,12.58,0.36
E01005367,E01005367 : Oldham 033C,3.47,24.54,34.9,12.39,8.44,98.76977153,15.22,2.19,12.87,0.45
E01005440,E01005440 : Oldham 033D,5.27,21.02,18.42,35.6,41.29,94.16282642,15.59,2.01,13.21,0.46
E01005372,E01005372 : Oldham 034A,5.98,22.03,2.24,27.1,38.76,92.71028037,15.31,2.15,12.64,0.32
E01005373,E01005373 : Oldham 034B,4.97,20.82,8.64,5.89,11,97.8388998,15.77,2.18,12.53,0.34
E01005374,E01005374 : Oldham 034C,6.22,19.32,2.91,9.22,33.82,92.18241042,15.77,2.18,12.57,0.4
E01005375,E01005375 : Oldham 034D,3.63,25.14,4.64,1.55,11.49,97.52321981,15.61,2.24,12.75,0.36
E01034232,E01034232 : Oldham 036A,16.25,19.15,8.33,38.43,62.36,75.75057737,19.18,2.51,13.95,0.25
E01034233,E01034233 : Oldham 036B,10.48,20.87,4.87,57.77,53.6,72.15777262,16.67,2.39,13.69,0.21
E01005460,E01005460 : Oldham 036C,12.26,20.12,8.67,61.05,44.62,76.06837607,17.69,2.4,14.51,0.29
E01005463,E01005463 : Oldham 036D,13.61,23.54,9.75,44.25,61.45,78.3203125,16.59,2.34,14.69,0.29
E01005461,E01005461 : Oldham 037A,13.52,22.15,14.21,58.58,40.76,72.27036395,16.67,2.39,13.61,0.25
E01005435,E01005435 : Oldham 037B,7.84,18.85,5.04,83.27,34.27,71.62977867,16.44,2.37,13.5,0.21
E01005462,E01005462 : Oldham 037C,8.06,29.14,17.2,37.58,34.08,87.42038217,16.67,2.39,13.69,0.35
E01005436,E01005436 : Oldham 037D,10.19,29.28,5.39,59.15,20.54,86.15384615,15.97,2.33,13.44,0.34
